abandon	放弃；放纵
saturnine	忧郁的，阴沉的
saunter	闲逛，漫步
savage	凶猛的，野蛮的
savant	博学之士，大学士
sanny	有见识和精明能干的
sawdust	锯屑
scabbard	鞘
scad	许多，大量
scaffold	脚手架
scalding	滚烫的
scale	鱼鳞；音阶
scalpel	外科手术刀，解剖刀
scandal	丑闻；恶意诽谤
scant	不足的，缺乏的
scarcity	不足，缺乏
scarf	围巾，披肩
scathing	苛刻的，严厉的
scatter	散开，驱散
scenario	剧本提纲；剧本
schematic	纲要的，图解的
schematize	扼要表示
scheme	阴谋；体系，结构
schism	组织分裂
school	鱼群
scion	嫩芽；子孙
scissor	剪刀
scoff	嘲笑；狼吞虎咽；嘲笑，笑柄
scoop	小铲，勺子；取出，舀出
scope	眼界；范围
scorch	烤焦，烧焦
score	乐谱
scorn	轻蔑；轻蔑，瞧不起
scorpion	蝎子
scotch	镇压，粉碎
scourge	鞭笞；磨难；鞭笞，磨难
scowl	怒容；生气地皱眉，怒视
scrap	小片，碎屑；废弃
scrappy	碎片的；好斗的；坚毅的
scrawl	潦草地写，乱涂
screw	螺丝钉，螺旋；吝啬鬼
screwdriver	螺丝起子；改锥
scribble	乱写，乱涂
script	剧本，脚本
scripture	经文，圣典
scroll	卷轴，纸卷；画卷
scrub	矮树丛；身体矮小的人；用力擦洗
scruple	顾忌，迟疑；顾忌
scrutable	可以理解的
scrutinize	详细检查；细读
scuff	拖着脚走
sculpt	雕刻
scurrilous	下流的
scurry	急跑，疾行
scurvy	卑鄙的，可鄙的
scythe	大镰刀
seam	缝，接缝
seamy	肮脏的，恶劣的
sear	烧灼
seasoned	有经验的，训练有素的
seasoning	调味品，作料
secede	正式脱离或退出
secrete	隐藏；分泌
secretive	守口如瓶的
secular	世俗的，尘世的
secure	安全的；稳固的；固定；使安全
securities	证券
sedate	镇静的
sedative	镇静的；镇静剂
sedentary	久坐的
sediment	沉淀物，渣
sedulity	勤奋，勤勉
sedulous	聚精会神的，勤勉的
seedling	幼苗
seemly	得体的，适宜的
seep	渗漏
seethe	沸腾；汹涌
segment	部分
seine	拉网，大捕鱼网
seismic	地震的
semblance	外貌；相似
seminal	有创意的
seminary	神学院
sensation	知觉；轰动
sensible	明智的；可感觉到的
sensitive	敏感的
sensitivity	敏感，灵敏性
sensitization	敏化
sentient	有知觉的；知悉的
sentiment	多愁善感；思想感情
sentinel	哨兵，卫兵
separate	使分开；不同的；独自的
septic	受感染的，腐败的
sepulchral	坟墓的；阴森的
sequential	连续的，一连串的
sequester	隐退；隔离
seraphic	如天使般的，美丽的
sere	干枯的，枯萎的
serene	清澈的；晴朗的；安静的
serial	连续的，一系列的
sermon	布道；说教，训诫
serrated	呈锯齿状的
serried	密集的
serviceable	可用的，耐用的
servile	奴性的，百依百顺的
servitude	奴役，劳役
setback	挫折
settle	安置于；决定；栖息
settled	固定的
sever	切断，脱离
severe	严格的；凶猛的
sewer	排水沟，下水道
sextant	六分仪
shackle	脚镣，枷锁
shale	页岩
sham	虚假；伪装
shambles	凌乱景象，杂乱无章
shard	碎片
shattered	粉碎的；破坏的
shavings	刨花
shear	剪，剪发
sheath	鞘，套
sheathe	将插入鞘
shed	流出；脱落
sheer	完全的；陡峭的；极薄的
shell	贝壳；炮弹；剥去…的壳
shelter	掩蔽处，掩蔽；庇护，保护
shelve	搁置
sheriff	警长，县治安官
shield	盾；掩护，遮挡
shiftiness	奸诈
shiftless	没有决断力的；偷懒的；无能的
shingle	木瓦，屋顶板；木质小招牌
shipshape	整洁的，井然有序的
shirk	逃避，规避
shoal	浅滩，浅水处；一群；水浅的
shoddy	劣质的，冒充好货的
shoot	嫩芽，新芽
shoplift	在商店里偷窃货品
shopworn	在商店中陈列旧了的
shoulder	肩；路肩
shove	推挤，猛推
shrewd	判断敏捷的，精明的
shriek	尖叫
shrine	神龛；圣地
shrink	收缩，皱缩
shroud	寿衣；遮蔽物；覆盖
shrub	灌木
shrug	耸肩
shuck	壳，夹；无用之物
shudder	战栗，发抖
shun	避免，闪避
shunt	使转到另一轨道，转移方向
sibilant	发出咝咝声的
sibling	兄弟或姊妹
sibyl	女预言家，女先知
sidereal	恒星的
sideshow	杂耍，穿插表演
sidestep	横跨一步以躲避；回避
siege	包围，围攻
sift	筛，过滤
signal	信号；发信号；显著的
significant	相当数量的；意义重大的
signify	表示；有重要性
sill	门槛；窗台
silt	淤泥，淤沙
silversmith	银匠
simper	痴笑，傻笑
simpleton	笨蛋
simulate	假装，模仿
simultaneous	同时发生的
sincere	诚实的，正直的；真挚的，纯净的
sinecure	挂名差事，闲职
sinew	腱，肌肉；力量
singe	烧焦，烫焦
singularity	独特；奇点
sinuous	蜿蜒的，迂回的
sip	啜饮
siren	汽笛，警报器
skeleton	骨架，骨骼；提纲
sketchy	概略的，粗略的
skew	不直的，歪斜的
skewer	穿肉扦；用扦穿好
skiff	轻舟，小船
skillet	煎锅
skim	从液体表面撇去；浏览，略读
skimp	节省花费
skinflint	吝啬鬼
skirmish	小战，小争吵
skirt	环绕，逃避
skit	幽默讽刺短剧
skyscraper	摩天大楼
slab	厚板，厚块
slack	懒散的，懈怠的；松弛的；松懈，怠惰
slacken	松弛，放松
sla	炉渣，矿渣
slake	解渴，消渴
slander	诽谤，诋毁
slanderous	诽谤的
slant	倾斜；斜面；看法
slate	石板；候选人名单；提名
slaughter	屠杀，屠宰
sleigh	雪橇
slew	旋转；大量
slice	切成片；薄片
slick	熟练的；圆滑的；光滑的
slight	微小的；轻蔑
slippage	滑动，下降
slippery	滑的；狡猾的
slipshod	马虎的，草率的
slither	滑动，扭动前进
sliver	长条；裂成细片
sloppy	邋遢的，不整洁的
slot	狭孔
sloth	懒惰；树懒
slouch	没精打采的样子；没精打采地坐
slough	蜕皮；蜕皮
sluggard	懒鬼
sluice	水门，水闸；冲洗
slumber	睡眠，安睡；安睡
slur	含糊不清地讲
slurp	大声地啜饮
sly	狡猾的，鬼鬼祟祟的
smarmy	虚情假意的
smart	痛苦；时髦的；聪明的
smattering	略知；少数
smear	油渍，污点；弄脏，玷污
smirk	假笑，得意地笑
smooth	光滑的；平稳的；弄平，使光滑；消除
smother	覆盖；闷死
smudge	渍痕；弄脏
smug	自满的，自命不凡的
smuggle	走私，私运
snare	罗网，陷阱
snarl	纠缠，混乱
snatch	强夺，攫取
sneaking	秘密的，不公开的
sneer	嘲笑，鄙视
snide	讽刺的，含沙射影的
snip	剪断
snitch	告密；偷
snobbish	势利眼的；假充绅士的
snowdrift	雪堆
snub	冷落，不理睬
snug	温暖的，舒适的
soak	浸泡，渗透
soar	高飞，翱翔；猛增
sober	清醒的；庄重的
sobriety	节制，庄重
sock	重击，痛打
sod	草地，草坪
sodden	浸透了的
soggy	湿透的
soil	弄脏，污损
solace	安慰，慰藉
solder	焊接，焊合
solemn	严肃的，庄严的；黑色的
solemnity	庄严，肃穆
solicit	恳求；教唆
solicitous	热切的；挂念的
solicitude	关怀，牵挂
solidarity	团结，一致
solidify	巩固，凝固，团结
solitary	孤独的；隐士
solitude	孤独的；隐士
solo	单独的；独唱
soluble	可溶的；可以解决的
solvent	有偿债能力的；溶剂
somatic	肉体的
somber	忧郁的；阴暗的
sonata	奏鸣曲
sonnet	十四行诗
soot	黑烟灰，油烟
soothe	抚慰；减轻
sop	泡过的食品；安慰剂
sophism	诡辩；诡辩法
sophisticated	老于世故的；精密的
sophistication	诡辩，强词夺理；久经世故，老练，精明
sophistry	诡辩
soporific	催眠的；安眠药
sopping	浑身湿透的
sorcery	巫术，魔法
sordid	卑鄙的；肮脏的
souvenir	纪念品
sovereigh	最高统治者，元首
sovereignty	主权，统治权
sow	母猪；播种
spackle	填泥料
span	跨度；两个界限间的距离
spank	打，拍打
sparing	节俭的
spark	火花，火星
sparring	拳击，争斗
sparse	稀少的，贫乏的
spartan	简朴的；刻苦的
spat	口角，小争论
spate	大批，大量；泛滥
spatial	有关空间的，在空间的
spatula	抹刀
spawn	卵子；大量生产
spear	矛；嫩叶；刺戳
specialize	专门研究
specifics	细小问题，细节
specimen	范例，样品，标本
specious	似是而非的；华而不实的
speck	斑点；少量
spectacular	壮观的，引人入胜的
spectaor	观众，观看者
specter	鬼魂，幽灵；恐惧
spectral	幽灵的
spectrum	光谱；范围
speculate	沉思，思索；投机
speculative	投机的；推理的，思索的
spell	连续的一段时间
spendthrift	挥金如土的
spike	长钉，大钉
spin	旋转；纺，纺纱；旋转
spindly	细长的，纤弱的
spineless	没骨气的，懦弱的
spiny	针状的；多刺的，棘手的
spire	尖顶
spirtual	精神的
spite	怨恨，恶意
spleen	怨怒
splendor	壮丽；辉煌
splice	接合，衔接
splint	夹板，托板
split	分裂，裂开
splurge	炫耀，摆阔
spoil	损坏，破坏；溺爱
spoke	辐条
spongy	像海绵的；不坚实的
spontaneity	自然，自发
spontaneous	自发的；自然的
spoof	揶揄，嘲讽
sporadic	不定时发生的
sport	炫耀，卖弄
sprain	扭伤
sprawling	植物蔓生的；无计划地扩展的
sprig	嫩枝，小枝
sprightly	愉快的，活泼的
sprout	长出，萌芽；嫩芽
spruce	云杉；整洁的
spur	刺激，激励；用马刺刺马
spurious	假的；伪造的
squabble	争吵
squalid	污秽的，肮脏的
squall	短暂、突然且猛烈的风暴；短暂的骚动
squalor	不洁，污秽
squander	浪费，挥霍
square	一致，符合
squash	压碎，挤压；南瓜
squat	蹲下；矮胖的
squeeze	压，挤；压榨；紧握
squelch	压制，镇压
squint	斜视
squirrel	松鼠
staccato	断音的，不连贯的
stagnant	停滞的
staid	稳重的，沉着的
stain	玷污；染色
stake	柱状；赌注
stale	不新鲜的，陈腐的
stalemate	和棋局面；僵局
stalk	隐伏跟踪
stall	使停止，使延迟
stalwart	健壮的，坚定的
stammer	口吃，结巴
stamp	跺脚；在…上盖印
stance	站姿；立场
stanch	制止，止住
stanza	节，段
staple	主要产品
starchy	含淀粉的；刻板的
stark	僵硬的；完全的
startle	使吃惊
stasis	停滞
static	静态的；呆板的
stationary	静止的，不动的
statuary	雕像；雕塑艺术
stature	身高，身材
status	身份，地位
statute	法规，法令
statutory	法定的；受法令所约束的
steadfast	忠实的；不变的
stealth	秘密的行动
steep	浸泡，浸透
steer	操舵，驾驶；公牛，食用牛
stellar	星的，星球的
stem	茎，叶柄；阻止，遏制
stench	臭气，恶臭
stencil	模板；用模板刻写
stentorian	极响亮的
stereotype	固定形式，老套
sterile	贫瘠且无植被的；不孕的；无细菌的
sterilize	使不育；杀菌
stern	船尾
stethoscope	听诊器
stickler	坚持细节之人
stiff	僵直的，呆板的；严厉的
stifle	感到窒息；抑止
stigma	耻辱的标志，污点
stigmatize	污蔑，玷污
stilted	不自然的；夸张的
stemulant	兴奋剂，刺激物
stimulus	刺激物，激励
sting	刺痛；叮螫；螫刺
stinginess	小气
stingy	吝啬的，小气的
stint	吝惜，节省
stipple	点画，点描
stipulate	要求以…为条件；约定
stipulation	规定，约定
stir	刺激
stitch	一针，一钩；缝合
stock	普通的，惯用的；存货
stockade	栅栏，围栏
stocky	矮胖的，粗壮的
stodgy	乏味的
stoic	坚忍克己之人
stoke	给…添加燃料
stolid	无动于衷的
stomach	容忍
stonewall	拖延议事，设置障碍
stout	肥胖的；强壮的
stowaway	偷乘者
straightforward	正直的；易懂的；直截了当的
strand	绳线的一股；搁浅
stranded	搁浅的，进退两难的
stratagem	谋略，策略
stratify	层化
stratum	地层；社会阶层
stray	偏离，迷路；迷了路的；零落的
streak	线条，条纹；加线条
stream	小溪；水流；倾注；涌流
stretch	变长；伸展
strew	撒，播散
striate	在…加上条纹
striated	有条纹的
stricture	严厉谴责；束缚
stride	大步行走
strident	尖声的，刺耳的
strife	纷争，冲突
striking	引人注目的，明显的
stringent	严格的，苛刻的；；缺钱的
strip	剥去；狭长的一片
strive	奋斗，努力
stroke	抚摸；击，打；一笔
stroll	漫步，闲逛
strut	趾高气扬地走；支柱
stubborn	固执的；难以改变的
studied	慎重的；认真习得的
stuffy	不新鲜的，闷人的
stultify	使变得荒谬可笑历史无用
stunning	极富魅力的
stunt	阻碍；特技，绝技
stupor	昏迷，不省人事
sturdy	强健的；结实的
stutter	口吃，结巴
stygian	阴暗的，阴森森的
stylus	铁笔
stymie	妨碍，阻挠
subdue	政府；压制；减轻
subdued	柔和的，缓和的
subject	受支配的人
subjective	主观的，想象的
subjugate	征服，镇压
sublime	崇高的
subliminal	潜意识的
submission	从属，服从
submit	屈服；提交，呈递
suborn	收买，贿赂
subpoena	传票；传讯
subsequent	随后的，后来的
subside	下陷；平息
subsidiary	辅助的；次要的
subsidy	补助金
subsistence	生存，生计；存在
substance	大意；根据；实质；物质
substantial	坚固的，结实的；实质的
substantiate	证实，确证
substantive	根本的；独立存在的
substitute	代替品；代替
subsume	包含，包容
subterfuge	诡计，托辞
subterranean	地下的
subtle	微妙的，精巧的
subtract	减去，减掉
subversive	颠覆性的，破坏性的
subvert	颠覆，推翻
succinct	简明的，简洁的
succor	救助，援助
succumb	屈从；因…死亡
suffice	足够，满足
sufficient	足够的
suffocate	窒息而死
suffrage	选举权，投票权
suffragist	参政权扩大论者；妇女政权论者
suffuse	弥漫，染遍
suitcase	手提箱，箱子
sulky	生气的
sullen	忧郁的
sultry	闷热的；风骚的
summarily	概括地；仓促地
summary	摘要，概要；摘要的，简略的
summation	总结，概要；总数，合计
summon	召见；召集
sumptuous	豪华的，奢侈的
sunder	分裂，分离
superb	上乘的，出色的
supercilious	目中无人的
superficial	表面的，肤浅的
superficiality	浅薄
superfluity	多余的量
superfluous	多余的，累赘的
superimpose	加在上面
superintend	监督
